v0.1.2-alpha,2014-03-31,
v0.1.3-alpha,2014-04-06,
v0.1.4-alpha,2014-04-08,6
v0.1.5-alpha,2014-04-09,2
v0.1.6-alpha,2014-04-12,1
v0.1.7-alpha,2014-04-21,3
v0.1.8-alpha,2014-04-25,9
v0.1.9-alpha,2014-04-26,4
v0.1.10-alpha,2014-04-27,1
v0.1.11-alpha,2014-05-03,1
v0.1.12-alpha,2014-05-03,6
v0.1.13-alpha,2014-05-03,0
v0.1.14-alpha,2014-05-06,0
v0.1.15-alpha,2014-05-10,3
v0.1.16-alpha,2014-05-21,4
v0.1.17-alpha,2014-05-27,11
v0.1.18-alpha,2014-06-14,6
v0.1.19-alpha,2014-06-19,18
v0.1.20-alpha,2014-06-21,5
v0.1.21-alpha,2014-06-28,2
v0.1.22-alpha,2014-07-03,7
v0.1.23-alpha,2014-07-08,5
v0.1.24-alpha,2014-11-03,5
v0.1.25-alpha-b6,2015-01-01,118
v0.1.25-alpha-b9,2015-01-06,59
v0.1.25-alpha-b15,2015-01-14,5
v0.1.25-alpha-b34,2015-03-05,8
v0.1.25-alpha-b35,2015-03-13,50
v0.1.26-alpha-b00,2015-05-01,8
v0.1.27-alpha-b00,2015-05-10,49
v0.1.28-alpha-b00,2015-05-24,9
v0.1.29-alpha-b00,2015-05-31,14
v0.1.30-alpha-b00,2015-06-21,7
v0.1.31-alpha-b00,2015-07-05,21
v0.1.32-alpha-b00,2015-07-12,14
v0.1.33-alpha-b00,2015-08-02,7
v0.1.34-alpha-b00,2015-08-09,21
v0.1.35-alpha-b00,2015-09-20,7
v0.1.36-alpha-b00,2015-11-15,42
travisDeployTest,2015-12-12,56
v0.1.37-alpha,2015-12-14,27
v0.1.38-alpha,2015-12-31,2
v0.1.39-alpha,2016-02-14,17
v0.1.39.1-alpha,2016-02-16,45
v0.1.40-alpha,2016-02-21,2
v0.1.40.1-alpha,2016-02-22,5
v0.1.41-alpha,2016-03-13,1
v0.1.42-alpha,2016-04-03,20
v0.1.43-alpha,2016-05-01,21
Latest,2016-07-06,28